2007;06;18;ΚΑΣΑ΢ΚΔΤΖ ΔΗΓΧΝ ΔΝΓΤ΢Ζ΢.ΚΑΣΔΡΓΑ΢ΗΑ ΚΑΗ ΒΑΦΖ ΓΟΤΝΑΡΗΚΧΝ;2586;1699;3840;5539;1.31;23.22;22.32;22.59;36.13;36.23;36.20;MANUFACTURE OF WEARING APPAREL; DRESSING AND DYEING OF FUR;
2007;06;19;ΚΑΣΔΡΓΑ΢ΗΑ ΚΑΗ ΓΔΦΖ ΓΔΡΜΑΣΟ΢. ΚΑΣΑ΢ΚΔΤΖ ΔΗΓΧΝ ΣΑΞΗΓΗΟΤ(ΑΠΟ΢ΚΔΤΧΝ). Σ΢ΑΝΣΧΝ. ΔΗΓΧΝ ΢ΔΛΟΠΟΗΗΑ΢. ΔΗΓΧΝ ΢ΑΓΜΑΣΟΠΟΗΗΑ΢ ΚΑΗ ΤΠΟΓΖΜΑΣΧΝ;468;674;473;1147;0.27;22.31;21.94;22.16;41.47;37.91;40.02;TANNING AND DRESSING OF LEATHER ; MANUFACTURE OF LUGGAGE. HANDBAGS. SADDLERY. HARNESS AND FOOTWEAR;
2007;06;ΚΩΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Αριθμός Number;of Insured;Αζθαλιζμένων Individuals;(2) (2);Μέζη Average;Απαζτόληζη Employment per Month);(3) (Days (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2007;06;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2007;06;20;ΒΗΟΜΖΥΑΝΗΑ ΞΤΛΟΤ ΚΑΗ ΚΑΣΑ΢ΚΔΤΖ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΞΤΛΟ ΚΑΗ ΦΔΛΛΟ.ΔΚΣΟ΢ ΑΠΌ ΣΑ ΔΠΗΠΛΑ ΚΑΣΑ΢ΚΔΤΖ ΔΗΓΧΝ ΚΑΛΑΘΟΠΟΗΗΑ΢ ΚΑΗ ΢ΠΑΡΣΟΠΛΔΚΣΗΚΖ΢;1650;2960;370;3330;0.79;23.41;23.39;23.41;38.26;35.11;37.91;MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK. EXCEPT FURNITURE; MANUFACTURE OF ARTICLES OF STRAW AND PLAITING MATERIALS;
2007;06;21;ΠΑΡΑΓΧΓΖ ΥΑΡΣΟΠΟΛΣΟΤ.ΥΑΡΣΗΟΤ ΚΑΗ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΥΑΡΣΗ;326;649;327;976;0.23;24.11;23.98;24.06;37.88;35.45;37.07;MANUFACTURE OF PULP.PAPER AND PAPER PRODUCTS;
2007;06;22;ΔΚΓΟ΢ΔΗ΢.ΔΚΣΤΠΧ΢ΔΗ΢ ΚΑΗ ΑΝΑΠΑΡΑΓΧΓΖ ΠΡΟΔΓΓΔΓΡΑΜΜΔΝΧΝ ΜΔ΢ΧΝ ΔΓΓΡΑΦΖ΢ ΖΥΟΤ ΚΑΗ ΔΗΚΟΝΑ΢ ΚΑΗ ΜΔ΢ΧΝ ΠΛΖΡΟΦΟΡΗΚΖ΢;2249;2887;2567;5454;1.29;24.46;24.06;24.27;43.84;39.52;41.82;PUBLISHING. PRINTING AND REPRODUCTION OF RECORDED MEDIA;
2007;06;23;ΠΑΡΑΓΧΓΖ ΟΠΣΑΝΘΡΑΚΑ (ΚΧΚ).ΠΡΟΗΟΝΣΧΝ ΓΗΤΛΗ΢Ζ΢ ΠΔΣΡΔΛΑΗΟΤ ΚΑΗ ΠΤΡΖΝΗΚΧΝ ΚΑΤ΢ΗΜΧΝ;52;103;35;138;0.03;23.57;23.49;23.55;53.66;46.30;51.80;MANUFACTURE OF COKE. REFINED PETROLEUM PRODUCTS AND NUCLEAR FUEL;
2007;06;24;ΠΑΡΑΓΧΓΖ ΥΖΜΗΚΧΝ ΟΤ΢ΗΧΝ ΚΑΗ ΠΡΟΗΟΝΣΧΝ;439;897;383;1280;0.30;24.25;24.07;24.20;43.14;41.98;42.80;MANUFACTURE OF CHEMICALS AND CHEMICALS PRODUCTS;
2007;06;25;ΚΑΣΑ΢ΚΔΤΖ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΔΛΑ΢ΣΗΚΟ (ΚΑΟΤΣ΢ΟΤΚ) ΚΑΗ ΠΛΑ΢ΣΗΚΔ΢ ΤΛΔ΢;649;1503;481;1984;0.47;24.09;23.82;24.02;39.73;37.45;39.18;MANUFACTURE OF RUBBER AND PLASTIC PRODUCTS;
2007;06;26;ΚΑΣΑ΢ΚΔΤΖ ΑΛΛΧΝ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΜΖ ΜΔΣΑΛΛΗΚΑ ΟΡΤΚΣΑ;1904;4083;511;4594;1.09;23.19;23.51;23.23;39.26;35.71;38.86;MANUFACTURE OF OTHER NON- METALLIC MINERAL PRODUCTS;
2007;06;27;ΠΑΡΑΓΧΓΖ ΒΑ΢ΗΚΧΝ ΜΔΣΑΛΛΧΝ;220;527;86;613;0.15;23.96;24.14;23.98;41.29;38.41;40.88;MANUFACTURE OF BASIC METALS;
2007;06;28;ΚΑΣΑ΢ΚΔΤΖ ΜΔΣΑΛΛΗΚΧΝ ΠΡΟΗΟΝΣΧΝ.ΜΔ ΔΞΑΗΡΔ΢Ζ ΣΑ ΜΖΥΑΝΖΜΑΣΑ ΚΑΗ ΣΑ ΔΗΓΖ ΔΞΟΠΛΗ΢ΜΟΤ;4961;9825;1040;10865;2.58;23.54;24.04;23.58;38.84;34.92;38.46;MANUFACTURE OF FABRICATED METAL PRODUCTS. EXCEPT MACHINERY AND EQUIPMENT;
2007;06;29;ΚΑΣΑ΢ΚΔΤΖ ΜΖΥΑΝΖΜΑΣΧΝ ΚΑΗ ΔΗΓΧΝ ΔΞΟΠΛΗ΢ΜΟΤ ΜΑΚ;2228;5031;686;5717;1.36;23.80;23.80;23.80;41.17;37.14;40.68;MANUFACTURE OF MACHINERY AND EQUIPMENT;
2007;06;30;ΚΑΣΑ΢ΚΔΤΖ ΜΖΥΑΝΧΝ ΓΡΑΦΔΗΟΤ ΚΑΗ ΖΛΔΚΣΡΟΝΗΚΧΝ ΤΠΟΛΟΓΗ΢ΣΧΝ;67;108;26;134;0.03;23.43;22.31;23.21;40.34;39.04;40.09;MANUFACTURE OF OFFICE MACHINERY AND COMPUTERS;
2007;06;31;ΚΑΣΑ΢ΚΔΤΖ ΖΛΔΚΣΡΗΚΧΝ ΜΖΥΑΝΧΝ ΚΑΗ ΢Τ΢ΚΔΤΧΝ ΜΑΚ;624;1259;266;1525;0.36;23.98;24.33;24.04;39.20;37.97;38.98;MANUFACTURE OF ELECTRICAL MACHINERY AND APPARATUS NEC;
2007;06;32;ΚΑΣΑ΢ΚΔΤΖ ΔΞΟΠΛΗ΢ΜΟΤ ΚΑΗ ΢Τ΢ΚΔΤΧΝ ΡΑΓΗΟΦΧΝΗΑ΢. ΣΖΛΔΟΡΑ΢Ζ΢ ΚΑΗ ΔΠΗΚΟΗΝΧΝΗΧΝ;188;281;96;377;0.09;24.17;24.47;24.25;39.27;34.92;38.15;MANUFACTURE OF RADIO TELEVISION AND COMMUNICATION EQUIPMENT AND APPARATUS;
2007;06;33;ΚΑΣΑ΢ΚΔΤΖ ΗΑΣΡΗΚΧΝ ΟΡΓΑΝΧΝ. ΟΡΓΑΝΧΝ ΑΚΡΗΒΔΗΑ΢ ΚΑΗ ΟΠΣΗΚΧΝ ΟΡΓΑΝΧΝ. ΚΑΣΑ΢ΚΔΤΖ ΡΟΛΟΓΗΧΝ ΚΆΘΔ ΔΗΓΟΤ΢;635;787;428;1215;0.29;24.55;24.38;24.49;37.62;34.78;36.62;MANUFACTURE OF MEDICAL. PRECISION AND OPTICAL INSTRUMENTS. WATCHES AND CLOCKS;
2007;06;34;ΚΑΣΑ΢ΚΔΤΖ ΑΤΣΟΚΗΝΖΣΧΝ ΟΥΖΜΑΣΧΝ. ΚΑΣΑ΢ΚΔΤΖ ΡΤΜΟΤΛΚΟΤΜΔΝΧΝ ΚΑΗ ΖΜΗΡΤΜΟΤΛΚΟΤΜΔΝΧΝ ΟΥΖΜΑΣΧΝ;166;344;34;378;0.09;24.07;24.76;24.13;42.11;40.50;41.97;MANUFACTURE OF MOTOR VEHICLES. TRAILERS AND SEMI- TRAILERS;
2007;06;35;ΚΑΣΑ΢ΚΔΤΖ ΛΟΗΠΟΤ ΔΞΟΠΛΗ΢ΜΟΤ ΜΔΣΑΦΟΡΧΝ;467;1054;164;1218;0.29;20.80;23.83;21.21;49.67;37.42;47.82;MANUFACTURE OF OTHER TRANSPORT EQUIPMENT;
2007;06;36;ΚΑΣΑ΢ΚΔΤΖ ΔΠΗΠΛΧΝ. ΛΟΗΠΔ΢ ΒΗΟΜΖΥΑΝΗΔ΢ ΜΑΚ;3118;5367;1352;6719;1.59;23.73;23.64;23.71;38.65;35.39;37.99;MANUFACTURE OF FURNITURE; MANUFACTURING NEC;
2007;06;37;ΑΝΑΚΤΚΛΧ΢Ζ;77;180;41;221;0.05;23.46;24.10;23.57;40.06;36.31;39.35;RECYCLING;
2007;06;40;ΠΑΡΟΥΖ ΖΛΔΚΣΡΗΚΟΤ ΡΔΤΜΑΣΟ΢ ΦΤ΢ΗΚΟΤ ΑΔΡΗΟΤ.ΑΣΜΟΤ ΚΑΗ ΕΔ΢ΣΟΤ ΝΔΡΟΤ;208;330;101;431;0.10;24.13;23.49;23.98;49.31;44.95;48.31;ELECTRICITY. GAS STEAM AND HOT WATER SUPPLY;
2007;06;ΚΩΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Αριθμός Number;of Insured;Αζθαλιζμένων Individuals;(2) (2);Μέζη Average;Απαζτόληζη Employment per Month);(3) (Days (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2007;06;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2007;06;41;΢ΤΛΛΟΓΖ. ΚΑΘΑΡΗ΢ΜΟ΢ ΚΑΗ ΓΗΑΝΟΜΖ ΝΔΡΟΤ;285;645;179;824;0.20;24.96;23.53;24.65;42.19;49.01;43.61;COLLECTION. PURIFICATION AND DISTRIBUTION OF WATER;
2007;06;45;ΚΑΣΑ΢ΚΔΤΔ΢;14545;22172;4135;26307;6.24;22.98;23.96;23.14;38.43;39.07;38.53;CONSTRUCTION;
2007;06;50;ΔΜΠΟΡΗΟ. ΢ΤΝΣΖΡΖ΢Ζ ΚΑΗ ΔΠΗ΢ΚΔΤΖ ΑΤΣΟΚΗΝΖΣΧΝ ΟΥΖΜΑΣΧΝ ΚΑΗ ΜΟΣΟ΢ΤΚΛΔΣΧΝ. ΛΗΑΝΗΚΖ ΠΧΛΖ΢Ζ ΚΑΤ΢ΗΜΧΝ ΟΥΖΜΑΣΧΝ;12142;18900;3132;22032;5.22;24.08;24.11;24.09;37.40;34.97;37.05;SALE. MAINTENANCE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES; RETAIL SALE OF AUTOMOTIVE FUEL;
2007;06;51;ΥΟΝΓΡΗΚΟ ΔΜΠΟΡΗΟ ΚΑΗ ΔΜΠΟΡΗΟ ΜΔ ΠΡΟΜΖΘΔΗΑ. ΔΚΣΟ΢ ΑΠΌ ΣΟ ΔΜΠΟΡΗΟ ΑΤΣΟΚΗΝΖΣΧΝ ΟΥΖΜΑΣΧΝ ΚΑΗ ΜΟΣΟ΢ΤΚΛΔΣΧΝ;23371;37214;18180;55394;13.13;24.18;24.09;24.15;39.94;38.49;39.46;WHOLESALE TRADE AND COMMISSION TRADE. EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES;
2007;06;52;ΛΗΑΝΗΚΟ ΔΜΠΟΡΗΟ. ΔΚΣΟ΢ ΑΠΌ ΣΟ ΔΜΠΟΡΗΟ ΑΤΣΟΚΗΝΖΣΧΝ ΟΥΖΜΑΣΧΝ ΚΑΗ ΜΟΣΟ΢ΤΚΛΔΣΧΝ. ΔΠΗ΢ΚΔΤΖ ΔΗΓΧΝ ΑΣΟΜΗΚΖ΢ ΚΑΗ ΟΗΚΗΑΚΖ΢ ΥΡΖ΢Ζ΢;39280;18962;38781;57743;13.69;24.11;23.91;23.98;35.51;34.95;35.14;RETAIL TRADE. EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES; REPAIR OF PERSONAL AND HOUSEHOLD GOODS;
2007;06;55;ΞΔΝΟΓΟΥΔΗΑ ΚΑΗ Δ΢ΣΗΑΣΟΡΗΑ;32120;25695;31636;57331;13.59;20.98;21.32;21.17;38.37;36.33;37.24;HOTELS AND RESTAURANTS;
2007;06;60;ΥΔΡ΢ΑΗΔ΢ ΜΔΣΑΦΟΡΔ΢ΜΔΣΑΦΟΡΔ΢ ΜΔ΢Χ ΑΓΧΓΧΝ;10070;12699;969;13668;3.24;23.76;23.94;23.77;37.89;36.09;37.76;LAND TRANSPORT. TRANSPORT VIA PIPELINES;
2007;06;61;ΤΓΑΣΗΝΔ΢ ΜΔΣΑΦΟΡΔ΢;560;732;690;1422;0.34;24.28;24.57;24.42;64.15;55.00;59.68;WATER TRANSPORT;
2007;06;62;ΔΝΑΔΡΗΔ΢ ΜΔΣΑΦΟΡΔ΢;40;58;68;126;0.03;24.79;24.76;24.78;89.34;64.87;76.14;AIR TRANSPORT;
2007;06;63;ΒΟΖΘΖΣΗΚΔ΢ ΚΑΗ ΢ΤΝΑΦΔΗ΢ ΠΡΟ΢ ΣΗ΢ ΜΔΣΑΦΟΡΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢. ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΣΑΞΗΓΗΧΣΗΚΧΝ ΠΡΑΚΣΟΡΔΗΧΝ;3898;4693;4747;9440;2.24;24.14;24.29;24.22;48.53;43.49;45.99;SUPPORTING AND AUXILIARY ACTIVITIES; ACTIVITIES OF TRAVEL AGENCIES;
2007;06;64;ΣΑΥΤΓΡΟΜΔΗΑ ΚΑΗ ΣΖΛΔΠΗΚΟΗΝΧΝΗΔ΢;1008;1326;851;2177;0.52;23.13;23.48;23.27;38.58;35.77;37.47;POST AND TELECOMMUNICATIONS;
2007;06;65;ΔΝΓΗΑΜΔ΢ΟΗ ΥΡΖΜΑΣΟΠΗ΢ΣΧΣΗΚΟΗ ΟΡΓΑΝΗ΢ΜΟΗ. ΜΔ ΔΞΑΗΡΔ΢Ζ ΣΗ΢ Α΢ΦΑΛΗ΢ΣΗΚΔ΢ ΔΣΑΗΡΔΗΔ΢ ΚΑΗ ΣΑ ΣΑΜΔΗΑ ΢ΤΝΣΑΞΔΧΝ;146;136;221;357;0.08;24.41;24.60;24.53;96.34;50.23;67.72;FINANCIAL INTERMEDIATION. EXCEPT INSURANCE AND PENSION FUNDING;
2007;06;66;Α΢ΦΑΛΗ΢ΔΗ΢ ΚΑΗ ΢ΤΝΣΑΞΗΟΓΟΣΗΚΑ ΣΑΜΔΗΑ. ΔΚΣΟ΢ ΑΠΌ ΣΖΝ ΤΠΟΥΡΔΧΣΗΚΖ ΚΟΗΝΧΝΗΚΖ Α΢ΦΑΛΗ΢Ζ;429;138;470;608;0.14;24.34;24.39;24.38;47.23;37.57;39.76;INSURANCE AND PENSION FUNDING. EXCEPT COMPULSORY SOCIAL SECURITY;
2007;06;67;ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΢ΤΝΑΦΔΗ΢ ΜΔ ΣΗ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΔΝΓΗΑΜΔ΢ΧΝ ΥΡΖΜΑΣΟΠΗ΢ΣΧΣΗΚΧΝ ΟΡΓΑΝΗ΢ΜΧΝ;1109;563;1367;1930;0.46;24.18;24.10;24.13;53.21;40.96;44.54;ACTIVITIES AUXILIARY TO FINANCIAL INTERMEDIATION;
2007;06;70;ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΢ΥΔΣΗΚΔ΢ ΜΔ ΑΚΗΝΖΣΖ ΠΔΡΗΟΤ΢ΗΑ;1246;764;1111;1875;0.44;24.31;23.91;24.07;55.63;42.58;47.95;REAL ESTATE ACTIVITIES;
2007;06;71;ΔΚΜΗ΢ΘΧ΢Ζ ΜΖΥΑΝΖΜΑΣΧΝ ΚΑΗ ΔΞΟΠΛΗ΢ΜΟΤ ΥΧΡΗ΢ ΥΔΗΡΗ΢ΣΖ. ΔΚΜΗ΢ΘΧ΢Ζ ΔΗΓΧΝ ΑΣΟΜΗΚΖ΢ ΚΑΗ ΟΗΚΗΑΚΖ΢ ΥΡΖ΢Ζ΢;1450;1334;1242;2576;0.61;23.30;23.33;23.31;34.15;32.34;33.28;RENTING OF MACHINERY AND EQUIPMENT WITHOUT OPERATOR AND OF PERSONAL AND HOUSEHOLD GOODS;
2007;06;ΚΩΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Αριθμός Number;of Insured;Αζθαλιζμένων Individuals;(2) (2);Μέζη Average;Απαζτόληζη Employment per Month);(3) (Days (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2007;06;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2007;06;72;ΠΛΖΡΟΦΟΡΗΚΖ ΚΑΗ ΢ΤΝΑΦΔΗ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;1557;2263;1216;3479;0.82;24.00;24.09;24.03;47.95;41.42;45.66;COMPUTER AND RELATED ACTIVITIES;
2007;06;73;ΔΡΔΤΝΑ ΚΑΗ ΑΝΑΠΣΤΞΖ;223;186;325;511;0.12;24.11;24.41;24.30;62.56;47.70;53.07;RESEARCH AND DEVELOPMENT;
2007;06;74;ΆΛΛΔ΢ ΔΠΗΥΔΗΡΖΜΑΣΗΚΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;17580;7985;16866;24851;5.89;23.93;24.17;24.10;43.95;39.65;41.03;OTHER BUSINESS ACTIVITIES;
2007;06;75;ΓΖΜΟ΢ΗΑ ΓΗΟΗΚΖ΢Ζ ΚΑΗ ΑΜΤΝΑ. ΤΠΟΥΡΔΧΣΗΚΖ ΚΟΗΝΧΝΗΚΖ Α΢ΦΑΛΗ΢Ζ;1686;1435;2499;3934;0.93;27.05;26.70;26.82;48.77;50.20;49.67;PUBLIC ADMINISTRATION AND DEFENCE ; COMPULSORY SOCIAL SECURITY;
2007;06;80;ΔΚΠΑΗΓΔΤ΢Ζ;10973;2069;7005;9074;2.15;23.16;22.79;22.87;44.18;35.49;37.50;EDUCATION;
2007;06;85;ΤΓΔΗΑ ΚΑΗ ΚΟΗΝΧΝΗΚΖ ΜΔΡΗΜΝΑ;8652;1587;9841;11428;2.71;24.46;24.47;24.46;41.29;37.23;37.79;HEALTH AND SOCIAL WORK;
2007;06;90;ΓΗΑΘΔ΢Ζ ΛΤΜΑΣΧΝ ΚΑΗ ΑΠΟΡΡΗΜΑΣΧΝ. ΤΓΗΔΗΝΖ ΚΑΗ ΠΑΡΟΜΟΗΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;508;853;217;1070;0.25;23.70;22.51;23.46;40.51;36.68;39.76;SEWAGE AND REFUSE DISPOSAL. SANITATION AND SIMILAR ACTIVITIES;
2007;06;91;ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΟΡΓΑΝΧ΢ΔΧΝ καθ;2982;1903;2306;4209;1.00;25.04;26.25;25.70;49.81;44.11;46.62;ACTIVITIES OF MEMBERSHIP ORGANIZATIONS NEC;
2007;06;92;ΦΤΥΑΓΧΓΗΚΔ΢.ΠΟΛΗΣΗ΢ΣΗΚΔ΢ ΚΑΗ ΑΘΛΖΣΗΚΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;3955;3075;2711;5786;1.37;24.57;23.32;23.99;40.17;37.60;39.00;RECREATIONAL. CULTURAL AND SPORTING ACTIVITIES;
2007;06;93;ΆΛΛΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΠΑΡΟΥΖ΢ ΤΠΖΡΔ΢ΗΧΝ;8080;2729;9562;12291;2.91;23.67;22.49;22.75;35.02;31.01;31.93;OTHER SERVICE ACTIVITIES;
2007;06;95;ΗΓΗΧΣΗΚΑ ΝΟΗΚΟΚΤΡΗΑ ΠΟΤ ΑΠΑ΢ΥΟΛΟΤΝ ΟΗΚΗΑΚΟ ΠΡΟ΢ΧΠΗΚΟ;20104;2630;12134;14764;3.50;24.51;24.34;24.37;29.70;16.57;18.92;PRIVATE HOUSEHOLDS WITH EMPLOYED PERSONS;
2007;06;99;ΔΣΔΡΟΓΗΚΟΗ ΟΡΓΑΝΗ΢ΜΟΗ ΚΑΗ ΟΡΓΑΝΑ;171;174;220;394;0.09;24.93;24.50;24.69;55.93;51.46;53.46;EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES;
2007;06;NA;΢ΤΝΟΛΟ;250559;226931;194932;421863;100;23.54;23.48;23.51;39.56;35.81;37.83;TOTAL;
2007;06; Χο (2) Ο (3) Σα;αξηζκόο επηρεηξήζεσλ ιακβάλεηαη ν αξηζκόο ησλ αζθαιηζκέλσλ δελ είλαη δξαζηεξηόηεηα κεηξάηαη κία θνξά ζηνηρεία αλαθέξνληαη ζηνπο αζθαιηζκέλνπο ηαθηηθέο απνδνρέο ΠΑΡΑΣΗΡΗ΢ΕΙ΢;ζπλνιηθόο αξηζκόο ησλ δηαθξηηόο Δάλ έλαο πνπ εξγάδνληαη;κνλάδσλ αζθαιηζκέλνο κε πιήξεο;(παξαξηεκάησλ) απαζρνιείηαη σξάξην θαη;ησλ ζε ηα κέζα;επηρεηξήζεσλ δηαθνξεηηθνύο εκεξνκίζζηα;εξγνδόηεο πξνθύπηνπλ;κε ηελ κόλν;ίδηα νηθνλνκηθή από ηηο;NA;NA;NA;NA;
2007;06;1 Ζ 2 Σν  The (2) The (3) The;κέζε απαζρόιεζε δελ παξνπζηάδεη γεληθό κέζν εκεξνκίζζην ησλ γπλαηθώλ Number of Enterprises refers to number number of insured individuals is not above figures refer to insured individuals COMMENTS;κεγάιεο απνθιίζεηο είλαη ην 90.52% ηνπ of units (branches) distinctIf the same who are employed;ζρεηηθά κε ην γεληθνύ of each person is full-time;θύιν (άλδξεο. κέζνπ enterprise employed in and their;γπλαίθεο) εκεξνκηζζίνπ ησλ more than average;αλδξώλ one wages per;employers with day do not;the same include leave;economic benefits;activity is & season;counted as one bonuses;NA;NA;
2008;06;ΚΧΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Αριθμός Number;of Insured;Αζθαλιζμένων Individuals;(2) (2);Μέζη Average (Days;Απαζτόληζη Employment per Month);(3) (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2008;06;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2008;06;NA;ΑΓΝΧ΢ΣΖ;2650;1800;1596;3396;0.79;23.00;22.76;22.89;42.78;36.27;39.74;UNKNOWN;
2008;06;1;ΓΔΧΡΓΗΑ. ΚΣΖΝΟΣΡΟΦΗΑ. ΘΖΡΑ ΚΑΗ ΢ΒΓ;852;1073;419;1492;0.35;23.80;23.01;23.58;39.99;39.01;39.73;AGRICULTURE. HUNTING AND RELATED SERVICE ACTIVITIES;
2008;06;2;ΓΑ΢ΟΚΟΜΗΑ. ΤΛΟΣΟΜΗΑ ΚΑΗ ΢ΤΝΑΦΔΗ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;149;169;43;212;0.05;21.70;22.91;21.94;36.44;34.35;36.00;FORESTRY. LOGGING AND RELATED SERVICES;
2008;06;5;ΑΛΗΔΗΑ. ΔΚΜΔΣΑΛΛΔΤ΢Ζ ΗΥΘΤΟΣΡΟΦΔΗΧΝ ΚΑΗ ΜΟΝΑΓΧΝ ΠΑΡΑΓΧΓΖ΢ ΓΟΝΟΤ ΒΓ΢ ΜΔ ΣΖΝ ΑΛΗΔΗΑ;241;408;122;530;0.12;23.98;22.70;23.68;47.56;41.28;46.17;FISHING. OPERATION OF FISH HATCHERIES AND FISH FARMS; SERVICE ACTIVITIES INCIDENTAL TO FISHING;
2008;06;10;ΔΞΟΡΤΞΖ ΑΝΘΡΑΚΑ ΚΑΗ ΛΗΓΝΗΣΖ. ΔΞΟΡΤΞΖ ΣΤΡΦΖ΢;22;29;8;37;0.01;22.28;22.50;22.32;40.96;34.14;39.47;MINING OF COAL AND LIGNITE;
2008;06;11;ΑΝΣΛΖ΢Ζ ΑΡΓΟΤ ΠΔΣΡΔΛΑΗΟΤ ΚΑΗ ΦΤ΢ΗΚΟΤ ΑΔΡΗΟΤ.ΒΓ΢ ΜΔ ΣΖΝ ΑΝΣΛΖ΢Ζ ΠΔΣΡΔΛΑΗΟΤ ΚΑΗ ΦΤ΢ΗΚΟΤ ΑΔΡΗΟΤ.ΜΔ ΔΞΑΗΡΔ΢Ζ ΣΗ΢ ΜΔΛΔΣΔ΢;11;10;4;14;0.00;20.20;19.25;19.93;34.61;36.44;35.11;EXTRACTION OF CRUDE PETROLEUM AND NATURAL GAS; SERVICE ACTIVITIES INCIDENTAL TO OIL AND GAS EXTRACTION. EXCLUDING SURVEYING;
2008;06;12;ΔΞΟΡΤΞΖ ΜΔΣΑΛΛΔΤΜΑΣΧΝ ΟΤΡΑΝΗΟΤ ΚΑΗ ΘΟΡΗΟΤ;6;3;1;4;0.00;22.67;25.00;23.25;31.80;36.10;32.95;MINING OF URANIUM AND THORIUM ORES;
2008;06;13;ΔΞΟΡΤΞΖ ΜΔΣΑΛΛΟΤΥΧΝ ΜΔΣΑΛΛΔΤΜΑΣΧΝ;26;40;21;61;0.01;23.43;24.00;23.62;61.85;38.33;53.62;MINING OF METAL ORES;
2008;06;14;ΑΛΛΔ΢ ΔΞΟΡΤΚΣΗΚΔ΢ ΚΑΗ ΛΑΣΟΜΗΚΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;310;792;61;853;0.20;23.06;23.44;23.09;47.50;39.59;46.93;OTHER MINING AND QUARRYING;
2008;06;15;ΒΗΟΜΖΥΑΝΗΑ ΣΡΟΦΗΜΧΝ ΚΑΗ ΠΟΣΧΝ;6503;7907;5748;13655;3.17;23.82;23.40;23.64;40.77;36.20;38.86;MANUFACTURE OF FOOD PRODUCTS AND BEVERAGES;
2008;06;16;ΠΑΡΑΓΧΓΖ ΠΡΟΗΟΝΣΧΝ ΚΑΠΝΟΤ;11;18;12;30;0.01;23.89;24.83;24.27;68.87;56.86;63.95;MANUFACTURE OF TOBACCO PRODUCTS;
2008;06;17;ΠΑΡΑΓΧΓΖ ΚΛΧ΢ΣΟΤΦΑΝΣΟΤΡΓΗΚΧΝ ΤΛΧΝ;1028;1383;1170;2553;0.59;23.80;23.44;23.63;39.79;38.31;39.12;MANUFACTURE OF TEXTILES;
